Catalog Name,School/College Name,Department Name,Entity Name,Course Type,Prefix,Code,Name,SCNS Discipline Number,CIP,Credits:,Lecture:,Laboratory:,Lab Code,Experiential:,Prerequisites: (Rendered no HTML),Co-requisite: (Rendered no HTML),Course Description: (Rendered no HTML),General Education Requirements,Gordon Rule,Gordon Rule Writing,Honors Course?,Textbook (Rendered no HTML),Instructional Materials (Rendered no HTML),Course Objectives (Rendered no HTML),Learning Outcomes (Rendered no HTML),Course Outline (Rendered no HTML),Instructional Methods (Rendered no HTML),Physical Inventory of Equipment for Practical Experience (lab equipment) (Rendered no HTML),Resources and Reference Materials (Rendered no HTML),Primary Term(s) Offered:,Rotation Year,Is Active,Degree Program Usage
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Engineering: Mechanical,EML,5210,Intermediate Dynamics and Modern Controls,,,3,3,0,,,"EGN 5470 - Advanced Engineering Math  Credits:  3 and 

COP 5090 - Scientific Computation and Programming  Credits:  3 ",,"Dynamics of particles, rigid bodies, and distributed mass systems. Topics include Hamilton's principle, Lagrange's equations, Numerical methods, and Mechanisms. Control theory for linear and non-linear systems; controllability and observability. Linear state feedback and state estimators, compensator design. ",,,,,,,"Upon completion of the course, students shall be able to: 

a) Establish various forms of Lagrange's equations of motion for a discrete mechanical systems 

b) Simulate the dynamics of a mechanical system whose equations of motion are described using Lagrange's equations of motion 

c) Understand the relationships and equivalence between Lagrange's equations of motion and the Newton-Euler equations of motion 

d) Understand the process of modeling linear time-invariant (LTI) dynamical systems in dual domains: in the time domain using ordinary differential equations and in the Laplace domain (s-domain). 

e) Introduce feedback control and understand, using the s-domain primarily, how feedback impacts transient and steady-state performance. 

f) Learn how to design proportional, proportional-integral, proportional-derivative, and proportional-integral-derivative feedback control systems meeting specific system performance requirements 

  

- ","
	
		
			
			
				An ability to identify, formulate, and solve complex engineering problems by applying principles of engineering, science, and mathematics. 
			 
			 
		 
		
			
			2. An ability to apply engineering design to produce solutions that met specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors. 
			 
		 
		
			
			3.An ability to communicate effectively with a range of audiences. 
			 
		 
		
			
			4.An ability to recognize ethical and professional responsibilities in engineering situations and make informed judgements, which must consider the impact of engineering solutions in global, economic, environmental and societal contexts. 
			 
		 
		
			
			5.An ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives. 
			 
		 
		
			
			6.An ability to develop and conduct appropriate experimentation, analyze and interpret data, and use engineering judgement to draw conclusions. 
			 
		 
		
			
			7.An ability to require and apply new knowledge as needed, using appropriate learning strategies. 
			 
		 
	 
  ","Intermediate Dynamics
• Fundamental Principles
• The Methods of Lagrange and Hamilton
• Variational Principles
• Central Forces
• Matrices, Tensors and Rotation Operators
• The Physics of Rotation
• The Theory of Relativity 

Modern Controls
• State-Space system descriptions
• Lumped parameter modeling (translation, rotations, electric, fluid, and thermal systems)
• Linear system response and properties
• Eigenvalues
• State feedback
• Controllability and observability
• State estimation and observers ",Face to Face ,,,,,1,"Track - MS Mechanical Engineering,Track - MS Robotics"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Computer Design/Architecture,CDA,5430C,Advanced Autonomous Systems,,,3,1,2,,,Graduate Standing ,,"This course will focus on the advanced subject matter of autonomous system control using a publish/subscribe architecture. These subjects include mapping, safe motion planning, and computer vision. The latter portion of the course will deal with multiple robotic systems working in unison and considerations of various problems with human-robotic interactions.    ",,,,,,,"
	completion of the course, students shall be able to: 
	
		understand different transforms of coordinate spaces for the robot 
		apply computer vision algorithms to determine viable sensory data 
		apply a map of the environment 
		use the map to make a simple plan for movement. 
		run the robotic system across multiple computers 
		consider requirements for human-robotic interactions 
		use more than one embodied robot at a time 
	 
	 
  ","1. Demonstrate mastery in analyzing complex problems and applying knowledge of computer and/or data science to formulate solutions.  

 

2. Demonstrate critical evaluation of recent research literature. 

 ","
	ROS review 
	Autonomous systems mapping 
	ROS move-base 
	Creating your own path follower 
	Computer vision and autonomous systems 
	Running autonomous systems on different machines 
	Collaborative robotics 
	Considerations with human-robotic interactions 
  ",Face to Face ,,,,,1,"Master of Science, Computer Science,Track - MS Robotics"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Student Life Skills,SLS,2930,Special Topics,,,3,3,0,,,None ,None ,"This student life skills course centers around topics chosen by the instructor or department offering of current interest to students and may focus on current issues, skills, or a combination of disciplinary perspectives with the purpose of broadening student perspectives and experiences. Topics vary from semester to semester. Credit hours may vary.  ",,,,,,,"Any, but not limited to the following: 

To broaden students' perspectives with relation to the topic 

To improve students' communication abilities 

To develop students' critical thinking abilities 

To develop students' cultural awareness 

To develop students' emotional quotient ","Any, but not limited to the following: 

Students will demonstrate effective communication skills 

Students will demonstrate ability to recognize different cultural interpretations of events 

Students will demonstrate ability to recognize how different background shape group's understanding of the world 

Students will demonstrate ability to distinguish between effective and ineffective solutions to complex problems ",Varies ,"Face to Face, Hybrid (50% online, 50% face to face), Online 100% ",,,,,1,
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Student Life Skills,SLS,1930,Special Topics,,,1-3 Variable,3,0,,,None ,,"This student life skills course for the freshman level centers around topics chosen by the instructor or department offering of current interest to students and may focus on current issues, skills, or a combination of disciplinary perspectives with the purpose of broadening student perspectives and experiences. Topics vary from semester to semester. Credit hours may vary.  ",,,,,,,"Any, but not limited to the following: 

To broaden students' perspectives with relation to the topic 

To improve students' communication abilities 

To develop students' critical thinking abilities 

To develop students' cultural awareness 

To develop students' emotional quotient ","Any, but not limited to the following: 

Students will demonstrate effective communication skills 

Students will demonstrate ability to recognize different cultural interpretations of events 

Students will demonstrate ability to recognize how different background shape group's understanding of the world 

Students will demonstrate ability to distinguish between effective and ineffective solutions to complex problems ",,"Face to Face, Hybrid (50% online, 50% face to face), Online 100% ",,,,,1,
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Student Life Skills,SLS,3930,Special Topics,,,1-3 Variable,1-3 Variable,0,,,None ,,"This student life skills course for the junior level centers around topics chosen by the instructor or department offering of current interest to students and may focus on current issues, skills, or a combination of disciplinary perspectives with the purpose of broadening student perspectives and experiences. Topics vary from semester to semester. Credit hours may vary.  ",,,,,,,"Any, but not limited to the following: 

To broaden students' perspectives with relation to the topic 

To improve students' communication abilities 

To develop students' critical thinking abilities 

To develop students' cultural awareness 

To develop students' emotional quotient ","Any, but not limited to the following: 

Students will demonstrate effective communication skills 

Students will demonstrate ability to recognize different cultural interpretations of events 

Students will demonstrate ability to recognize how different background shape group's understanding of the world 

Students will demonstrate ability to distinguish between effective and ineffective solutions to complex problems ",,"Face to Face, Hybrid (50% online, 50% face to face), Online 100% ",,,,,1,
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Student Life Skills,SLS,4930,Special Topics,,,1-3 Variable,1-3 Variable,0,,,None ,,"This student life skills course for the senior level centers around topics chosen by the instructor or department offering of current interest to students and may focus on current issues, skills, or a combination of disciplinary perspectives with the purpose of broadening student perspectives and experiences. Topics vary from semester to semester. Credit hours may vary.  ",,,,,,,"Any, but not limited to the following: 

To broaden students' perspectives with relation to the topic 

To improve students' communication abilities 

To develop students' critical thinking abilities 

To develop students' cultural awareness 

To develop students' emotional quotient ","Any, but not limited to the following: 

Students will demonstrate effective communication skills 

Students will demonstrate ability to recognize different cultural interpretations of events 

Students will demonstrate ability to recognize how different background shape group's understanding of the world 

Students will demonstrate ability to distinguish between effective and ineffective solutions to complex problems ",,"Face to Face, Hybrid (50% online, 50% face to face), Online 100% ",,,,,1,
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Physics,PHZ,3442,Semiconductor Physics,,,3,3,0,,,PHY3101 Introduction To Modern Physics ,,"The course addresses fundamental concepts of semiconductor physics and provides the students with a solid background for further specialization in the area of Engineering Physics for electronics, optoelectronics, sensors and energy harvesting. Starting with a review of quantum mechanics and the solution of Schrödinger's equation in a periodic crystal, the effective mass of carriers and the band structure of semiconductors will be derived. The course will provide the students with a deep understanding of the underlying microscopic Physics behind the transport properties of semiconductors (Fermi level, intrinsic carrier concentration, temperature dependence, extrinsic semiconductors, dopant energies, extrinsic carrier density, kinetic theory, Boltzmann transport, mobility and diffusion, drift-diffusion equations), as well as the optical properties of semiconductors (optical absorption, generation-recombination, carrier lifetime). In the last part of the course, an introduction to bipolar junctions and semiconductor devices will be presented. ",,,,,,,"To give knowledge about semiconductor physics and working of basic devices, including p-n junctions, BJTs and FETs. ","Upon completion of the course the student will be able to: 


	Understand band-structure and other properties of materials through the theory of quantum mechanics. 
	Explain the optical properties of semiconductors through the theory of modern physics. 
	Describes the working and application of semiconductor devices, including p-n junctions and transistors. 
 ","
	
		
			
			Dates  
			 
			
			Topic Schedule  
			 
			
			Out of Class Student Work  
			 
		 
		
			
			Week 1 

			  
			 
			
			Syllabus 

			The Crystal Structure of Solids I. 
			 
			
			Homework Assignment (Crystal structure) 
			 
		 
		
			
			Week 2 

			  
			 
			
			introduction to Quantum Mechanics 
			 
			
			Homework Assignment (Solid) 
			 
		 
		
			
			Week 3 

			  
			 
			
			 Introduction to the Quantum Theory of Solids 
			 
			
			Homework Assignment (Crystal Structure) 
			 
		 
		
			
			Week 4 

			  
			 
			
			The Semiconductor in Equilibrium 

			Carrier Transport Phenomena 
			 
			
			Homework Assignment (Quantum Theory of Solids) 
			 
		 
		
			
			Week 5 

			  
			 
			
			Nonequilibrium Excess Carriers in Semiconductors 

			  
			 
			
			Homework Assignment (Transport Carrier) 
			 
		 
		
			
			Week 6 

			  
			 
			
			The pn Junction 
			 
			
			Homework Assignment (Carrier Phenoena ) 
			 
		 
		
			
			Week 7 

			  
			 
			
			The pn Junction Diode 

			  
			 
			
			Homework Assignment (pn Junction) 
			 
		 
		
			
			Week 8 

			  
			 
			
			Metal-Semiconductor and Semiconductor Heterojunction 

			 Mid-Term Exam 
			 
			
			Homework Assignment 

			 (pn Junction Dioe) 
			 
		 
		
			
			Week 9 

			  
			 
			
			Spring Break Holidays 
			 
			  
		 
		
			
			Week 10 

			  
			 
			
			The Bipolar Transistor 
			 
			
			Homework Assignment (Hetrojunction) 
			 
		 
		
			
			Week 11 

			  
			 
			
			Fundamentals of the Metal-Oxide-Semiconductor Field-Effect Transistor 
			 
			
			Homework Assignment (BJT) 
			 
		 
		
			
			Week 12 

			  
			 
			
			Metal-Oxide-Semiconductor Field-Effect Transistor: Additional Concepts 
			 
			
			Homework Assignment (MOSFET-1) 
			 
		 
		
			
			Week 13 

			  
			 
			
			The Junction Field-Effect Transistor 

			  
			 
			
			Homework Assignment (MOSFET-2) 
			 
		 
		
			
			Week 14 

			  
			 
			
			Optical Devices 
			 
			
			Homework Assignment (JFET) 
			 
		 
		
			
			Week 15 

			  
			 
			
			Semiconductor Power Devices 
			 
			
			Homework Assignment (Optical Devices) 
			 
		 
		
			
			Week 16 

			  
			 
			
			Review for Final Exam 

			  
			 
			
			  
			 
		 
		
			
			Week 17 

			  
			 
			
			Final Exam (Comprehensive) 
			 
			
			  
			 
		 
	 
  ",Face to Face ,,,,,1,"Bachelor of Science, Engineering Physics (Plan of Study),Bachelor of Science, Engineering Physics (Program Description)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Electrical and Computer Engineering,Electrical and Computer Engineering,Engineering: Electrical,EEL,5521,Advanced Digital Communications,029 - Electrical Engineering,,3,,,,,Graduate Standing and EEL 4515 - Digital Communication Systems  ,,"This course will discuss the behavior of communication systems inthe presence of noise and fading, optimum signal detection, and modulation techniques.  The course will also cover selected topics in modern digital communications including error control coding, MIMO communication, and queing theory. ",,No,,,,,,,,,,,,,1,Track - MS Electrical Engineering
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Electrical and Computer Engineering,Electrical and Computer Engineering,Engineering: Electrical,EEL,5668C,Advanced Kinematics and Control of Robotic Systems,029 - Electrical Engineering,,3,,,,,Graduate Standing ,,"In this course, the advanced concepts on kinematics, dynamics and control of robotic systems will be covered.  Additional topics include trajectory planning and control algorithms for autonomous vehicles, obstacle avoidance, and cooperative control.  Furthermore, ongoing research issues in the field of robotic vehicle planning and control will be explored. ",,No,,,,,,,,,,,,,1,"Track - MS Robotics,Track - MS Computer Engineering"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Division of Graduate Studies,,Division of Graduate Studies,,GRD,5555,Required Discipline Course,,,3,3,0,,,Graduate Standing ,,"This is not a course, but a placeholder. Students select a required disciplinary course from the list of courses required by the primary discipline in fulfillment of the requirements for the interdisciplinary track they are pursuing as part of their graduate degree.  ",,,,,,,,,,,,,,,0,
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Student Life Skills,SLS,1901,Foundations for Academic Success,,32.0101,0,0,0,,,Completion of one semester at Florida Polytechnic University ,,"Academic Success is a semester-long course that gives students a concentrated academic coaching experience, providing structure, resources, accountability, and support to help each student achieve their goals.  In addition to academic skills, the course focuses on resiliency and having the skills to bounce back from adversity.  ",,,,,,,"  


	Help students recognize their academic capacities and strengths 
	Help students identify and overcome challenges that may stand in the way of their academic success 
	Help students refine skills that support their academic success, including goal-setting, motivation, time-management and planning, learning strategies. 
	Help students develop strategies for academic success, including thinking, note-taking, testing, and class preparation. 
 ","Through active participation in this course and completion of required assignments, students will: 

1.  Identify specific factors influencing personal motivation and success, and articulate how to self-monitor learning and how to adjust student behaviors accordingly
2.  Identify details on how their time is spent, and articulate priorities impacting the use of time
3.  Develop and demonstrate use of strategies for academic success
  

  

Art ",,,I have attached the required syllabus. (ABET Style) ,,,,1,
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Engineering: Electrical,EEL,3111L,Circuits1 lab,,14.1000,1,0,1,,,PHY 2049 Physics 2 PHY 2049L Physics 2 Laboratory MAC 2312 Analytic Geometry and Calculus 2  ,EEL 3111 Circuits1  ,"This course is dedicated to laboratory experiments and is designed to be taken in conjunction with EEL 3111.  The experiment topics include network laws and theorems, applications of operational amplifier, steady state and transient analysis for linear circuits.  ",,,,,Lab manual: Instructor's own manual ,,"  


	Introduce fundamentals of electrical engineering concepts. 
	Encourage deep approaches to learning through critical examination of fundamental concepts. 
	Basic analytical skills including solving systems of linear equations, derivations, solving ordinary differential equations, and properties of linear systems. 
 ","  


	
		
			
			After successfully completing the course with a grade of C (2.0/4.0) or better, the student should be able to do the following: 
			 
			
			Learning level  
			 
			
			ABET Criteria  
			 
		 
		
			
			1. 
			 
			
			Assemble and build laboratory experiments that meet specified lab objectives and needs with consideration of health and safety. 
			 
			
			3 
			 
			
			  

			2-D 
			 
		 
		
			
			2. 
			 
			
			Organize theory and experimental data, and produce detailed reports of laboratory experiments, including critical analysis of results and use engineering judgment to draw conclusions. 
			 
			
			4 
			 
			
			3-D, 6-D 
			 
		 
		
			
			3. 
			 
			
			Recognize ethical and professional responsibilities while conducting the experiments and reporting the results. 
			 
			
			2 
			 
			
			4-D 
			 
		 
		
			
			4. 
			 
			
			Apply software tools for circuit design and analysis 
			 
			
			3 
			 
			
			2-D 
			 
		 
	 
 ","  


	Circuit Variables 
	Circuit Elements 
	Simple Resistive Circuits 
	Techniques of Circuit Analysis 
	Inductance and Capacitance 
	Response of First Order RL and RC Circuits 
 ",,I have attached the required syllabus. (ABET Style) ,,,,1,"Bachelor of Science, Computer Engineering (Plan of Study),Bachelor of Science, Electrical Engineering (Plan of Study),Bachelor of Science, Cybersecurity Engineering (Program Description),Bachelor of Science, Cybersecurity Engineering (Plan of Study)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Engineering: Electrical,EEL,3111,Circuits1,,14.1000,3,3,0,,,MAC 2312 Analytic Geometry and Calculus 2  PHY 2049L Physics 2 Laboratory  PHY 2049 Physics 2   ,,"This course covers the basic analysis of linear circuits.  Topics include electrical quantities, network laws and theorems, applications of operational amplifiers, steady state and transient analysis for circuits.  Computer-aided analysis is also covered. ",,,,,"""Electric Circuits,"" by Nilsson, 11th Ed., 2018. ",,"  


	Introduce fundamentals of electrical engineering concepts. 
	Encourage deep approaches to learning through critical examination of fundamental concepts. 
	Basic analytical skills including solving systems of linear equations, derivations, solving ordinary differential equations, and properties of linear systems. 
 ","  


	
		
			
			After successfully completing the course with a grade of C (2.0/4.0) or better, the student should be able to do the following: 
			 
			
			Learning level  
			 
			
			ABET Criteria  
			 
		 
		
			
			
				Define basic electrical engineering concepts 
			 

			  
			 
			
			1 
			 
			
			1-D 
			 
		 
		
			
			
				Analyze DC electrical networks using KCL and KVL and utilize techniques of circuit analysis 
			 
			 
			
			3 
			 
			
			1-D 
			 
		 
		
			
			
				Perform transient analysis of RL and RC circuits 
			 
			 
			
			3 
			 
			
			1-D 
			 
		 
		
			
			
				Design operational amplifier circuits based on specifications 
			 
			 
			
			3 
			 
			
			1-D 
			 
		 
		
			
			
				Apply software tools for circuit design and analysis 
			 
			 
			
			3 
			 
			
			1-D,2-D,6-D 
			 
		 
	 
 ","  


	Circuit Variables 
	Circuit Elements 
	Simple Resistive Circuits 
	Techniques of Circuit Analysis 
	Inductance and Capacitance 
	Response of First Order RL and RC Circuits 
 ",,I have attached the required syllabus. (ABET Style) ,,,,1,"Bachelor of Science, Computer Engineering (Plan of Study),Bachelor of Science, Electrical Engineering (Plan of Study),Bachelor of Science, Mechanical Engineering (Program Description),Bachelor of Science, Mechanical Engineering (Plan of Study),Bachelor of Science, Engineering Physics (Plan of Study),Bachelor of Science, Cybersecurity Engineering (Program Description),Bachelor of Science, Cybersecurity Engineering (Plan of Study),Bachelor of Science, Engineering Physics (Program Description)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Computer Technology and Skills,CTS,2375,Cloud Infrastructure and Services,,,3,3,0,,,COP 2271C - Introduction to Computation and Programming  OR  COP 2034 - Introduction to Programming Using Python  ,,"This course will develop the technical expertise needed for cloud computing. The student will learn the essentials of cloud computing, business security and compliance considerations, migrating to the cloud, architecting a cloud server, and how to troubleshoot cloud services. This course discusses the management of the cloud environment and considerations for leveraging cloud providers for Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS). Current and emerging cloud providers will be surveyed and analyzed in regard to implementing a specific cloud solution, use of contemporary cloud management tools, and articulating issues involved in migrating to a cloud environment are presented. ",,,,,,Face to Face ,"This course covers concepts and techniques applied to cloud computing and virtual environments. We stress the fundamentals and complexities associated with configuring and deploying resources across information networks. 

After successful completion of this course the student shall be able to: 

1. Understand the basics and fundamentals of could computing and virtualization.
2. Understand service oriented computing
3. Understand cloud computing versus physical computing resources.
4. Understand VMs and how they work.
5. List various could providers and VM methods available on the market. ","1. Define and explain SaaS, IaaS, PaaS, XaaS. 

2. Define and explain cloud computing and virtualization. 

3. Explain the differences between private, hybrid and public cloud. 

4. List and describe various cloud service providers. 

5. List and describe various VM tools and methods. 

6. Work on a team to deliver a research recommendation for a choice of cloud provider or VM method. ","1. What is cloud computing? 

2. What is virtualization and virtual machines (VMs)? 

3. What is service oriented computing: (SaaS, IaaS, PaaS, XaaS)? 

4. Defining Provisioning and Instances 

5. Fundamentals: Storage and Networking 

6. Introduction to SDN and SDDC 

7. Types of clouds: Private, Public, Hybrid 

8. VM providers: (VMware, Hyper V, Citrix) 

9. Introduction to ""Open Stack"" 

10. Basic security concepts ",Face to Face ,,,,,1,"Bachelor of Science, Data Science (Program Description),Bachelor of Science, Data Science (Plan of Study),Coding for Data Analytics Certificate"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Engineering: Electrical,EEL,4702,Digital Systems Design,,14.10,3,3,0,,,"  



	
		
			
			Prerequisites : EEL 3702C- Digital Logic Design 
			 
		 
	 
 
 ",,"Advanced digital design concepts, including the design and simulation of complex combinational and sequential circuits using state of the art CAD tools, Datapath Design, Algorithmic State Machine (ASM) Design, Thorughput Calculation and Optimzation, fault analysis, modeling, and simulation concepts are covered in this course. ",,,,,"Required Book: None Reference Book: C. H. Roth Jr. and L. L. Kinney, Fundamentals of Logic Design (7th edition), CL Engineering, 2013 Reference Book: David M. Harris and Sarah L. Harris, Digital Design and Computer Architecture, 2nd Edition, Morgan Kauffman, 2013. ",,"

	
		
			
			
				Applying different state assignment rules and reduction techniques for optimized designs from hardware point of view. 
				Designing Datapath, constructing ASM from datapath, calculating, and optimizing throughputs. 
				Learning Advanced VHDL Coding, including Dataflow, Structural and Behavioral Design models, package creation, generic design concepts etc. 
			 
			 
		 
	 
 
 

 Familiarizing with basic Faults mostly at logic level, analyzing, simulating, and modeling logical faults, and learning about the fundamentals of industrial Fault ","  


	
		
			
			# 
			 
			
			After successfully completing the course with a grade of C (2.0/4.0) or better, the student should be able to do the following: 
			 
			
			Bloom's Learning Level  
			 
			
			Alignment ABET Outcomes  
			 
		 
		
			
			1. 
			 
			
			
Design and implement different FSMs based on given descriptions, and apply reduction rules/techniques to achieve the most optimized designs. 
			 
			
			3 
			 
			
			1-P 

			6-D 
			 
		 
		
			
			2. 
			 
			
			
Construct ASM from datapath, analyze the design, determine the throughput, and apply techniques for throughput optimization. 
			 
			
			3,4 
			 
			
			1-L 

			 6-D 
			 
		 
		
			
			3. 
			 
			
			 Explain Advanced Computer Arithmatic Operations/ algorithms, and  analyze the performance metrics of different hardware implementations. 
			 
			
			2,4 
			 
			
			1-L 
			 
		 
		
			
			4. 
			 
			
			 Conduct Fault Analysis through fault modeling and fault simulation using widely used testing algorithms. 
			 
			
			3 
			 
			
			1-L, 

			2-D 
			 
		 
		
			
			5. 
			 
			
			
Apply CAD tools to model, simulate and test Advanced Digital Systems. 
			 
			
			5 
			 
			
			7-D 
			 
		 
	 
 ","  



	
		
			
			
				Finite State Machines: Design and Optimization 
				Datapath Design, ASM design. 
				Throughput calculation and optimization. 
				Computer Arithmatic Circuits and understanding performance metrics. 
				Fault Analysis and Testing (logic level) 
				Advanced VHDL coding.. 
			 
			 
		 
	 
 
 ",,I have attached the required syllabus. (ABET Style) ,,,,1,"Bachelor of Science, Computer Engineering (Plan of Study)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Computer Design/Architecture,CDA,5216,Advanced VLSI Design,,14.0903,3,3,0,,,Graduate Standing ,,"Topics discussed in this course include CMOS technology, MOSFET timing analysis, dynamic clocked logic, and layout design rules.  Digital VLSI chip design is introduced.  Computer-aided design software tools and elementary circuit design will be used.  Cell library construction. ",,,,,"Required Texts None, Instructure Lecture Notes Reference Jan M. Rabaey, Anantha Chandrakasan and Borivoje Nikolic. Digital Integrated Circuits: A Design Perspective. Second Edition, Pearson, 2003. ISBN: 0130909963 ",,"  


	The Fabrics : Provide a solid theoretical background in high speed VLSI integrated circuits, along with the engineering analytical and design skills. 
	A Circuit Perspective : Study the principles of CMOS operation, static and dynamic combinational and sequential circuits design, 
	A System Perspective : Semiconductor memory and arithmetic building block design from system perspective. 
	CAD Tools : Computer-aided analysis and design of very large scale integrated (VLSI) system will be emphasized. 
 ","  


	
		
			
			After successfully completing the course with a grade of C (2.0/4.0) or better, the student should be able to do the following Learning Outcomes of Instruction: 
			 
			
			Learning Level  
			 
			
			ABET Criteria  
			 
		 
		
			
			
				Describe the fundamental science behind the evolution, compelling issues, measurement of the quality metrics of integrated circuits and the basic concepts related to complementary MOSFET (CMOS) based digital integrated circuits. 
			 
			 
			
			2 
			 
			
			1-D 
			 
		 
		
			
			
				Describe the Physical Structure and Fabrication process of Integrated Circuits. 
			 
			 
			
			2 
			 
			
			1-D 
			 
		 
		
			
			
				Design and analyze of CMOS and advanced Logic principles based Static and Dynamic Combinational logic circuits 
			 
			 
			
			5 
			 
			
			1-D 
			 
		 
		
			
			
				Design and analyze of CMOS and advanced Logic principles based Static and Dynamic Sequential Logic circuits 
			 
			 
			
			5 
			 
			
			1-D 
			 
		 
		
			
			
				Analyze the timing issues and design the arithmetic building blocks, memory and Array structures of digital systems 
			 
			 
			
			5 
			 
			
			1-D 
			 
		 
		
			
			
				Apply CAD tools used by the semiconductor industry and conduct small projects/experiments with these CAD tools to get hand on experience in VLSI area 
			 
			 
			
			3 
			 
			
			7-D 
			 
		 
	 
 ","  


	Integrated Circuits: Concepts, Issues and Complexities 
	Properties of Semiconductor Devices: Diode and MOSFET 
	Physical Structure and Fabrication Process of Integrated Circuits 
	CMOS Inverter- Basic building block of integrated circuits 
	Static and Dynamic Combinational Circuits Designs 
	Static and Dynamic Sequential Circuit Designs 
	Timing Issues in Digital VLSI Circuits 
	Design from System Perspectives: Arithmetic Building Block 
	Design from System Perspectives: Semiconductor Memory 
 ",,I have attached the required syllabus. (ABET Style) ,,,,1,
